level_0,index,Tweet,Target 1,Stance 1,Opinion Towards,Sentiment,Tweet Id,background
411,411,"@yotesrhungry @dougducey .@GOP #Koch #ALEC #TrumpPence #bootlicker @9thFloorAZ @The_RGA &amp; #TrumpPence won’t stop killing Americans until whole #families are televised falling dead in the streets from #coronavirus

#COVID19 kills

#SocialDistancingWorks to #SlowTheSpread

#WearMasks ",stay at home orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.27e+18,"The sentence could be expanded to: When the authorities in San Francisco Bay Area in the United States issued an order in March 2020 for residents to stay home to control the outbreak of COVID-19, they referred to it as a shelter-in-place order. Other states in the US adopted this term for their own stay-at-home directives. Governor of New York Andrew Cuomo criticized the use of ""shelter-in-place,"" citing potential panic from associations with emergency situations like active shootings or nuclear wars. This background information highlights the terminology debate surrounding stay-at-home orders during the COVID-19 pandemic and the impact it had on public perception and compliance."
412,412,"Good morning fam, just an ernest appeal;
 1. When in public let's always mask up and use sanitizer.
2. At least a cup of ginger tea in the morning and at night.
3. Let's stay home when we can.
4. Let's continue and enhance the safe practices. 
#COVID19",stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29e+18,"Stay-at-home orders, also known as quarantine or lockdown, have been implemented globally in response to COVID-19. The term lockdown could be misunderstood, as some fear it implies extreme measures like door-to-door searches. For example, authorities in the San Francisco Bay Area used the term ""shelter-in-place"" to convey a less ominous message. Residents are typically allowed to leave home for outdoor activities, with social distancing rules in place. Some regions permit outdoor exercise, limited gatherings, and recreation."
413,413,"The ministry also announced 377 additional cases of recovery, bringing the total number of recoveries to 105,018. In addition, 1 new death was registered.

#QBSRadio #QBSnews #Qatar #COVID19 #CoronaVirusUpdates #YourSafetyIsMySafety #StaySafeStayHealthy",stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29e+18,"""Stay at home orders"" are directives that require individuals to remain at home except for essential activities, in an effort to curb the spread of diseases like COVID-19. These orders have been implemented globally as part of various lockdown measures, including curfews and quarantines. Social distancing rules are typically enforced when individuals are allowed to go out for outdoor activities during these orders. A 2021 study showed that stay-at-home orders effectively encouraged people to stay home, aligning with public support for such measures during the pandemic."
414,414,Taylor not putting her album in physical stores is the definition of carrying about people’s safety.,stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29e+18,"The stay-at-home orders, known by various names like round-the-clock curfew or shelter-in-place orders, have been implemented to encourage people to remain indoors during certain emergency situations such as the current COVID-19 pandemic. Different terminologies like lockdown and shelter-in-place have specific meanings and implications, and officials like Governor Cuomo and Mayor Lightfoot have emphasized the importance of distinguishing between these terms to prevent panic and ensure clarity for the public. In more severe cases, residents may be required to carry paperwork to demonstrate their compliance with the stay-at-home orders."
415,415,"Hey #Edmonton come take a ride on our very own #COVID19 petri dish - aka the Funicular.  

@yegfunicular #yeg #yegcc #COVID19AB #coronavirus #covid19canada #CoronavirusPandemic #panedmic #stayhome #stayathome #StaySafe",stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29e+18,"When the authorities in the San Francisco Bay Area issued a stay-at-home order in March 2020 to tackle the spread of COVID-19, it was referred to as a shelter-in-place order. Some orders permitted outdoor activities with social distancing rules in place, while other locations allowed outdoor exercise and limited gatherings. The effectiveness of stay-at-home orders was confirmed by a 2021 study, showing that people adhered to the restrictions. Stay-at-home orders were part of the global response to the COVID-19 pandemic, with various measures like curfews and quarantines being implemented worldwide."
416,416,"Seriously, I don't know why people thought #1 that gyms were safe &amp; #2 that they were going to stay open. Idiots can't even wear a mask correctly, or won't wear one at all.

Another mad dash for equipment again...over here? We'll keep working out in our home gym.:woman_lifting_weights_medium_skin_tone::flexed_biceps_medium_skin_tone:",stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18,"The text mentions stay-at-home orders and outdoor activities being allowed in certain cases during the COVID-19 pandemic. This aligns with the fact that various stay-at-home orders and restrictions were implemented internationally as a response to the pandemic. The study mentioned highlights that such orders were effective in encouraging people to stay home. Additionally, a small percentage of US adults supported these orders alongside nonessential business closures as strategies to mitigate COVID-19 spread. It's worth noting that these measures, while effective, also faced opposition from some segments of the population."
417,417,"T01- "" It's not always that we need to do more but rather that we need to focus on less. ""
                    •••
This resilient time of the COVID pandemic in some or the other way helped all of our souls to rest and calm down to rejuvenate healthy and pure.",stay at home orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.28e+18,"The sentence you provided is: ""In Melbourne and Sydney, the term iso, shortened from self-isolation, is often colloquially used to refer to stay-at-home orders.""

Expanding on this sentence, in Melbourne and Sydney, Australia, people commonly use the term ""iso"" as a slang abbreviation for ""self-isolation,"" which refers to the orders to stay at home during the COVID-19 pandemic. This colloquial term reflects the cultural vernacular and the informal way individuals have adapted to the restrictions imposed.

In the context of stay-at-home orders globally, various regions have employed different terminology and approaches to communicate the need for individuals to limit their movements and interactions to prevent the spread of the virus. This linguistic adaptation demonstrates how societies adapt to challenging circumstances through language and creativity."
418,418,"Found a whole new meaning of BC - before coronavirus! Let's fight this together, so everything we did before this retched virus can become 'after coronavirus' and only the best memories can be made:heartbeat: #StayAtHome ",stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.24e+18,"A stay-at-home order, also known as a safer-at-home order, is a government directive that limits people's movements as a mass quarantine measure during an epidemic or pandemic. It requires residents to stay home except for essential tasks or work in essential businesses. The order issued by authorities in the San Francisco Bay Area in March 2020 to combat the COVID-19 outbreak was termed a shelter-in-place order. These orders, along with curfews and quarantines, were globally implemented in response to the COVID-19 pandemic to control the spread of the virus and protect public health."
419,419,@MortonBalthus Thanks for following! #WritingCommunity #WearAMask,stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29e+18,"The House of Commons in the United Kingdom implemented ""lockdown laws"" to restrict movement and gatherings during the COVID-19 pandemic. These orders generally permit outdoor activities while emphasizing social distancing. Stay-at-home orders have been enforced globally as part of COVID-19 mitigation strategies, with mixed levels of public support for measures like nonessential business closures. Overall, the effectiveness of stay-at-home orders in encouraging people to stay home has been supported by research."
420,420,@jpierni @donwinslow #KeepYourChildHome so your family can remain free of the #TrumpVirus.,stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29e+18,"The sentence could be expanded as, ""In a press conference, Governor of New York Andrew Cuomo criticized anyone using the term shelter-in-place for his stay-at-home order due to the term's association with situations like active shootings or nuclear wars, which could incite panic among the public. During the COVID-19 pandemic, multiple stay-at-home orders, curfews, and quarantines were implemented globally to combat the virus, with some controversy regarding their effectiveness among the public in the United States."""
421,421,@worldknowus @diprjk @kansalrohit69 @DrSyedSehrish @airnewsalerts @ANI @PTI_News @ddnews_jammu @ddnewsSrinagar @HealthMedicalE1 Exactly only Precautions can keep us safe.,stay at home orders,FAVOR,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,pos,1.29e+18,"Stay-at-home orders, also known as lockdown or strict social distancing measures, involve confinement, self-isolation, or quarantine. The aim is to limit movement and interactions to essential activities like work, grocery shopping, and medical care. Exceptions may allow outdoor exercise or gatherings with limited people, depending on the jurisdiction. Lockdown procedures typically involve actions like hiding, locking doors, and turning off lights to stay safe. These measures were widely enforced globally in response to the COVID-19 pandemic to curb the spread of the virus."
422,422,Why is #Florida not on lock down @GovRonDeSantis ???? You Trumpian Shill #Floridacoronavirus #TrumpPandemic #TrumpVirus #COVIDー19 #StayAtHome #WearADamnMask,stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18,"The text refers to stay-at-home orders being implemented in different regions to combat the spread of COVID-19. In March 2020, officials in the San Francisco Bay Area initiated a shelter-in-place order, which California Governor Gavin Newsom later replaced with a statewide stay-at-home order on March 19. This terminology change aimed to make the instructions clearer to the public. Various states and counties in the US followed suit with similar orders, using terms like shelter-in-place or stay-at-home. The background information highlights the shift in terminology used by authorities to communicate these restrictive measures effectively and avoid confusion among residents."
423,423,"@WCTVHudak @WCTV Suspending the season is a tough solution - it is also the right one. We have to take whatever preventative steps we can to be around for each other next season. And if we are safe, we will have a next season.",stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29e+18,"The text is likely discussing the enforcement of stay-at-home orders during the COVID-19 pandemic. Such orders involve restrictions on leaving home except for essential activities, with non-essential businesses closed or operating remotely. Some regions may implement round-the-clock curfews or shelter-in-place orders, not to be confused with lockdown procedures, which involve hiding and securing oneself indoors. These measures have been taken globally to mitigate the spread of COVID-19, with some variations allowing outdoor exercise and limited gatherings. The mention of 5% of US adults supporting these orders suggests a divided public sentiment."
424,424,@WVGovernor What's it gonna take to shut us down again? How many of us have to get sick and die until you realize we were IN FACT,stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29e+18,"The text is related to stay-at-home orders issued during the COVID-19 pandemic in the US. In March 2020, authorities in the San Francisco Bay Area implemented a shelter-in-place order. Governor Newsom later issued a state-wide stay-at-home order for California. There was a debate over the terms used, with Governor Cuomo preferring stay-at-home over shelter-in-place due to the latter's negative connotations. A study in 2021 showed that stay-at-home orders were effective in prompting people to stay home during the pandemic. The text mentions that only 5% of US adults supported these orders as COVID-19 mitigation strategies."
425,425,Stay at home and watch your favourite Essendon finals. There are plenty to choose from! #MightyBombers,stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18,"Stay-at-home orders are government mandates issued during the COVID-19 pandemic to restrict movement and interactions in order to curb the spread of the virus. In some places like Melbourne and Sydney, the term ""iso"" is used informally to refer to these orders, coming from ""self-isolation."" These orders often involve the closure of non-essential businesses and adaptation to remote work, with some jurisdictions making a distinction between ""stay-at-home"" and ""shelter-in-place"" orders. Research has shown that these mandates are effective in encouraging people to remain at home during the pandemic."
426,426,@ruth_wishart We are hoping to have a Scottish staycation this year. I have family in England but won't be visiting due to risks of spread. Likewise they won't be travelling north either. Plenty of beautiful places to visit in home counties for now.,stay at home orders,FAVOR,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.28e+18,"Stay-at-home orders were issued across the United States during the pandemic, also known as shelter-in-place orders. While some jurisdictions distinguished between the terms, the main goal was to have residents remain in their homes. In some areas, exceptions were made for outdoor activities, but social distancing rules still applied. The regulations varied, with some places allowing outdoor exercise and gatherings with limited numbers of people while maintaining restrictions on travel distance and leaving hours."
427,427,No one is reporting #childabuse #Childneglect #DomesticAbuse #DomesticViolence BECAUSE AMERICA IS SHUT DOWN! These kids and adults are locked up all day with their abusers. We harmed more people than helped! #COVID19 #Coronavirus #ReopenOhio #OpenUpAmericaAgain,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25e+18,"The acronym ""SAHO"" in the sentence refers to ""stay-at-home orders"", which are government directives requiring people to stay at home to control the spread of the COVID-19 virus. These orders were commonly known as ""shelter-in-place"" orders in the San Francisco Bay Area and were enforced globally as part of pandemic response measures. A 2021 study confirmed the effectiveness of stay-at-home orders in encouraging people to remain at home. Some individuals surveyed in the US during the pandemic did support the implementation of stay-at-home orders as a government-mandated strategy to mitigate the spread of COVID-19."
428,428,"If you are under retirement age, you have a *much* higher chance of dying from a car accident on your way to work than dying from #coronavirus. Why then don't we ever close down the economy to prevent car accident deaths on your drive to work?",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.25e+18,"""Stay at home orders"" refer to government-mandated restrictions that require individuals to remain at home except for essential activities such as work, grocery shopping, and medical care. These orders were widely implemented globally in response to the COVID-19 pandemic to reduce the spread of the virus. A study in 2021 found that such orders were effective in keeping people at home. In the US, 5% of adults supported these orders as a strategy to mitigate the impact of COVID-19."
429,429,"@marwilliamson The CDC has been wrong too many times on COVID-19. Why trust them, again? 
The American Academy of Pediatrics has come out in support of reopening schools in the Fall. #ReOpenSchools",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18,"The text mentions ""stay at home orders,"" which are restrictions imposed during emergencies like the COVID-19 pandemic to control the movement of people. In the context of the pandemic, these orders were enforced globally to mitigate the spread of the virus. Studies have shown that such orders were effective in encouraging people to stay home. However, the authority to implement lockdowns can vary between federal and state governments, with some regions allowing limited outdoor activities and gatherings amidst the restrictions."
430,430,@JoeBiden @POTUS works 7 days a week . . . EVERYONE is entitled to some healthy exercise and fresh air.  #Fauci is a swinging pendulum of random opinions.,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",other,1.28e+18,"Based on the information from Wikipedia, stay-at-home orders typically involve restrictions on leaving one's residence, with exceptions for essential activities such as work, grocery shopping, medical care, and outdoor exercise. Social distancing rules are usually enforced when residents are allowed to go outside. A small percentage of US adults surveyed during a specific period supported stay-at-home orders and nonessential business closures as strategies to combat COVID-19. Stay-at-home orders are often implemented during times of heightened public health concerns to limit the spread of infectious diseases."
431,431,"No one is reporting on #COVID19 deaths, only cases.
Stop shutting down America...we will not tolerate another lock down.
We can think for ourselves
You states are not protecting us, you're killing us.
#StopTheMadness
#Wuhan",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18,"The term ""stay at home orders"" refers to the government-mandated restrictions implemented to control the spread of COVID-19. This term has been preferred over ""lockdown"" or ""shelter-in-place"" due to potential negative connotations associated with those terms. The use of ""#stayathome"" on social media has been widespread as a way to encourage compliance with these orders. While some individuals may support these measures, there is debate surrounding the authority of governments to impose such restrictions across states in the U.S."
432,432,@chrislhayes Shut up and let us get back to work. #KAG2020,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.28e+18,"The term ""stay at home orders,"" commonly referred to as either shelter-in-place or stay-at-home orders, were implemented by various states and counties in the US during the COVID-19 pandemic in 2020. The term ""shelter-in-place"" was specifically criticized by Governor Andrew Cuomo due to its association with more severe emergencies like active shootings or nuclear wars. Overall, these orders were found to be effective in keeping people at home during the pandemic, although opinions varied among US adults regarding the government-mandated strategies."
433,433,"No #SchoolReopening
=
No Gov’t Funding

Nothing to debate. 

#ReOpenSchools",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,other,1.28e+18,"The sentence regarding stay-at-home orders can be expanded upon by referencing that across the United States, these orders were either termed as shelter-in-place orders or stay-at-home orders. It's important to note that there is no definitive authority for the imposition of lockdowns by either the federal government or state governments. The effectiveness of stay-at-home orders was supported by a study in 2021, which found that such measures indeed caused people to stay home."
434,434,@nypost Scared companies are losing my support by the day.,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18,"The term ""shelter-in-place"" was criticized by Governor Andrew Cuomo of New York due to its association with panic-inducing scenarios like active shootings or nuclear wars. Stay-at-home orders, along with other restrictions like curfews and quarantines, were enforced globally in response to the COVID-19 pandemic. These orders typically allow only essential businesses to stay open, while schools in many countries have closed affecting a large percentage of the student population. Data from a survey conducted in May showed that 55% of US adults supported stay-at-home orders and nonessential business closures as strategies to mitigate the spread of COVID-19."
435,435,"Remember: the “experts” during the Bubonic Plague said cats DEFINITELY spread the disease, and encouraged people to kill them off. When the rats who carried the ticks proliferated from no predators, the disease ran rampant. 
I bet pro-cat people were ridiculed.",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18,"The term ""stay-at-home orders"" refers to mandates issued by authorities during the COVID-19 pandemic to require individuals to remain at home and limit nonessential activities in an effort to control the spread of the virus. In the San Francisco Bay Area in March 2020, authorities issued a similar order called a shelter-in-place directive, causing confusion among residents about the specific actions they were supposed to take. Despite this confusion, studies have shown that such orders have been effective in encouraging people to stay at home and reduce their interactions with others, particularly during the pandemic."
436,436,"To every person complaining about people not wearing masks:If the masks work like you claim,why did we let people out of prison and not just give them a mask? Furthermore,if you don't want to open schools,WHY?Won't the masks stop the spread? #fakenews #OpenSchools",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.29e+18,Stay at home orders during the COVID-19 pandemic were aimed at reducing the spread of the virus. These orders typically allowed residents to come out for essential activities while enforcing social distancing rules. Exceptions were granted for certain individuals or situations to ensure that necessary services were still accessible to the population. Studies have shown that these orders were effective in encouraging people to stay home to help prevent the spread of COVID-19.
437,437,@hector_drummond Far more people will die from suicide domestic violence etc than from this bullshit #Covid,stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18,"The phrase ""stay at home orders"" refers to government mandates requiring residents to remain in their homes as a measure to control the spread of COVID-19. This term gained prominence during the COVID-19 pandemic, with various regions implementing such orders to mitigate the transmission of the virus. The effectiveness of stay-at-home orders in encouraging people to stay home was indicated by a 2021 study, reflecting the widespread adoption and support of these measures during the pandemic. The term ""shelter-in-place"" was also used initially, but faced criticism from some officials due to the negative connotations associated with the phrase."
438,438,@CMOTamilNadu  Extending lockdown is crime against humanity. Why playing drama for the disease with 2 % fatality rate.  #tamilnadu,stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",neg,1.29e+18,"The abbreviation ""stay at home orders"" refers to directives issued by governments instructing citizens to remain in their residences in order to limit the spread of a contagious disease, such as COVID-19 lockdowns. The term ""lockdown"" has been used by the media and the World Health Organization to describe such measures, which were first implemented in China during the 2020 Hubei lockdowns. This term has since been used by various countries, including Italy, Spain, France, and Singapore, to denote strict quarantine orders to combat the pandemic."
439,439,"Because once we get to HIT, even high-risk individuals bear little risk! And yes, COVID19 will come back each year, but each return will have materially less impact. In fact, it most likely will simply become the fifth coronavirus to cause the common cold.",stay at home orders,AGAINST,"1.  The tweet explicitly expresses opinion about the target, a part of the target, or an aspect of the target.",pos,1.29e+18,"Stay-at-home orders, also known as quarantine or lockdown, are measures implemented by authorities to control the spread of infectious diseases such as COVID-19. In some regions like the San Francisco Bay Area, these orders are referred to as shelter-in-place orders. Studies have shown that stay-at-home orders effectively encourage people to stay at home, reducing the risk of transmission. Despite their effectiveness, there may be some disagreement among the public regarding their support for such mandates, as seen in the 5% of US adults surveyed who supported stay-at-home orders and business closures during the COVID-19 pandemic."
440,440,"@lynnemarierich @kylamb8 @Carrenimfa A war? A war against what? Invisible bugs? 

Yeah good luck on that one. How’s the war on crime or the war on drugs going? :thinking_face: 

Eat healthy, exercise, sleep, wash your hands, and you’ll be fine.

#FactsNotFear #NoMasks #nolockdowns",stay at home orders,AGAINST,2. The tweet does NOT expresses opinion about the target but it HAS opinion about something or someone other than the target.,neg,1.28e+18,"The sentence you provided refers to stay-at-home orders, which are colloquially known as quarantine or lockdown. Some officials are concerned that using the term lockdown may lead to misunderstandings, such as people thinking it involves door-to-door searching for infected individuals. To avoid confusion, Mayor Lori Lightfoot of Chicago clarified that Illinois' stay-at-home order is not the same as a lockdown or martial law. Research from a 2021 study indicates that stay-at-home orders effectively encourage people to stay home. During the COVID-19 pandemic, various stay-at-home orders, curfews, and quarantines were implemented globally, leading to differing levels of public support for these measures."
